,symbol,x,y,z,frame
442,O,0.421013D+01,0.190232D+01,0.292670D+01,0
443,H,0.323810D+02,-0.234394D+02,-0.549775D-01,0
444,H,0.127494D+02,-0.130649D+02,0.846567D+01,0
445,O,0.348750D+01,0.873350D+01,0.174240D+01,0
446,H,0.437844D+02,0.191865D+02,0.955962D+01,0
447,H,0.204905D+02,0.145180D+02,-0.184731D+02,0
448,O,0.521285D+01,-0.208841D+01,-0.305780D-01,0
449,H,-0.829093D+01,0.510001D+02,0.376651D+02,0
450,H,0.219772D+02,0.368908D+02,-0.957909D+01,0
451,O,-0.227905D+01,-0.388233D+01,0.320330D+01,0
452,H,0.113367D+02,-0.162418D+02,-0.973843D+01,0
453,H,-0.127908D+01,-0.414354D+01,0.321607D+02,0
454,O,0.351956D+01,-0.384683D+01,0.569141D+01,0
455,H,-0.240838D+02,0.624990D+01,0.133362D+02,0
456,H,0.336276D+02,0.244089D+02,0.152037D+01,0
457,O,0.781041D+01,-0.371248D+01,-0.316940D+01,0
458,H,-0.164596D+01,0.758548D+01,0.129702D+02,0
459,H,-0.109003D+02,-0.210416D+02,-0.182378D+02,0
460,O,-0.340514D+01,-0.332049D+01,-0.172313D+01,0
461,H,-0.250050D+02,-0.623980D+01,-0.265935D+02,0
462,H,0.940190D+01,0.119029D+01,-0.104448D+02,0
463,O,-0.588996D+01,-0.470289D+01,0.194585D+01,0
464,H,-0.928821D+01,0.547085D+01,-0.458403D+01,0
465,H,0.345067D+01,0.402262D+01,-0.126249D+02,0
466,O,0.734500D+01,-0.278677D+01,0.609783D+01,0
467,H,0.171108D+02,-0.724461D+01,0.105707D+02,0
468,H,-0.352096D+01,0.328098D+01,0.128168D+02,0
469,O,-0.243757D+01,0.807564D+01,0.578226D+01,0
470,H,0.168967D+02,-0.667595D+01,0.324004D+01,0
471,H,-0.219558D+02,0.145785D+02,-0.592942D+01,0
472,O,-0.340732D+01,0.575440D+00,-0.283986D+01,0
473,H,-0.107791D+02,-0.807988D+01,-0.486818D+02,0
474,H,-0.910909D+01,-0.248247D+02,0.357384D+00,0
475,O,0.210581D+01,0.745914D+01,-0.102861D+02,0
476,H,0.111101D+02,0.294415D+02,-0.485764D+01,0
477,H,-0.908134D+01,-0.133275D+02,-0.238736D+02,0
478,O,-0.448714D+01,-0.149281D+01,0.339168D+01,0
479,H,-0.745780D+00,-0.481002D+00,0.253502D+02,0
480,H,0.882236D+01,-0.113742D+02,0.911834D+01,0
481,O,-0.658725D+01,-0.100216D+02,0.573695D+00,0
482,H,-0.468780D+01,-0.215345D+02,-0.371361D+02,0
483,H,-0.224043D+02,-0.745273D+00,0.109674D+02,0
484,O,-0.182780D+01,0.208961D+01,-0.267443D+01,0
485,H,0.668082D+01,-0.537480D+01,-0.127565D+01,0
486,H,0.510233D+01,0.876380D+01,0.166872D+02,0
487,O,0.709520D+00,-0.249113D+01,-0.409579D+01,0
488,H,-0.129700D+02,-0.209326D+02,0.941075D+01,0
489,H,-0.698469D+01,-0.132526D+02,0.108772D+02,0
490,O,0.140420D+01,0.258330D+01,0.282251D+01,0
491,H,-0.109329D+02,0.180980D+02,0.691667D+01,0
492,H,0.167926D+02,0.163569D+02,-0.248661D+02,0
493,O,-0.835770D+01,-0.802077D+01,-0.825237D+00,0
494,H,-0.242845D+02,-0.458013D+01,-0.210517D+02,0
495,H,-0.807539D+00,-0.306928D+01,-0.112323D+02,0
496,O,-0.181333D+00,-0.901487D+01,0.191211D+01,0
497,H,-0.520454D+01,-0.275662D+02,-0.126181D+02,0
498,H,0.399084D+01,-0.125700D+01,0.135711D+02,0
499,O,0.805672D+01,0.317453D+01,-0.721326D+01,0
500,H,-0.250457D+01,-0.357194D+01,-0.292397D+02,0
501,H,0.178836D+02,-0.786999D+01,-0.114108D+01,0
502,O,0.749006D+01,-0.363659D+00,-0.692595D+01,0
503,H,-0.346269D+01,-0.303962D+02,-0.108019D+02,0
504,H,0.476814D+02,-0.267849D+00,-0.949106D+01,0
505,O,-0.829173D+01,0.380126D+01,-0.233507D+01,0
506,H,0.985219D+01,0.310863D+02,-0.634563D+01,0
507,H,-0.345556D+02,-0.264390D+02,-0.202166D+02,0
508,O,-0.422110D+01,0.438459D+00,-0.109943D+02,0
509,H,0.278837D+00,0.129871D+01,-0.992401D+01,0
510,H,-0.104885D+02,0.134161D+02,0.449895D+01,0
511,O,-0.211675D+01,-0.160652D+01,-0.154272D+01,0
512,H,-0.322620D+01,0.108819D+02,0.108564D+02,0
513,H,-0.236073D+02,-0.179161D+02,-0.181199D+01,0
514,O,-0.267150D+01,0.394374D+01,-0.848852D+01,0
515,H,-0.183651D+02,0.464570D+02,-0.138520D+02,0
516,H,-0.577344D+01,-0.725577D+00,-0.319958D+02,0
517,O,0.348511D+01,0.328119D+01,-0.606616D+01,0
518,H,0.121096D+02,0.113263D+01,-0.278714D+02,0
519,H,-0.227398D+02,-0.111525D+02,-0.110163D+02,0
520,O,-0.313560D+01,0.111677D+01,0.231188D+01,0
521,H,-0.584814D+01,0.109709D+02,-0.164336D+01,0
522,H,0.264833D+02,0.348168D+01,0.130337D+02,0
523,O,-0.529577D+01,0.120537D+01,-0.791835D+01,0
524,H,-0.112756D+02,0.548972D+01,0.254539D+02,0
525,H,0.607014D+01,0.293929D+01,-0.482458D+01,0
526,O,0.808704D+01,0.157133D+01,0.132240D+01,0
527,H,0.130494D+02,-0.749603D+01,0.170454D+02,0
528,H,-0.170592D+02,-0.345784D+01,-0.483253D+01,0
529,O,0.360540D+00,0.436347D+01,-0.173267D+01,0
530,H,-0.952127D+01,0.120240D+02,-0.180359D+02,0
531,H,-0.885617D+01,-0.236517D+02,-0.365544D+01,0
532,O,-0.465306D+00,0.431121D+01,0.199725D+01,0
533,H,0.141951D+02,0.168116D+02,-0.102763D+02,0
534,H,0.700906D+01,0.468020D+01,-0.995197D+01,0
535,O,-0.861246D+01,-0.916735D+01,0.187301D+01,0
536,H,-0.254175D+02,0.798020D+01,-0.539145D+01,0
537,H,-0.108479D+02,0.111965D+02,0.850053D+01,0
538,O,0.192034D+01,-0.647058D+01,-0.261348D+01,0
539,H,-0.214934D+02,0.356828D+01,0.263472D+02,0
540,H,-0.848977D+01,0.270449D+01,-0.211648D+02,0
541,O,0.111811D+01,-0.232805D+01,-0.612993D+01,0
542,H,-0.228581D+02,-0.172580D+02,0.873411D+01,0
543,H,0.108563D+02,-0.300412D+02,-0.304571D+01,0
544,O,-0.433363D+01,-0.717014D-02,-0.578135D+01,0
545,H,0.112913D+02,0.367143D+01,0.130670D+01,0
546,H,0.530991D+01,0.125789D+01,0.298354D+02,0
547,O,-0.347935D+01,0.285920D+01,-0.298113D+00,0
548,H,-0.772371D+01,0.142093D+02,-0.191012D+01,0
549,H,0.327224D+02,0.104276D+02,0.311472D+02,0
550,O,0.322463D+01,-0.278118D+01,0.277536D+00,0
551,H,-0.247457D+01,-0.118108D+02,-0.252432D+00,0
552,H,0.206083D+02,-0.160561D+02,0.425471D+01,0
553,O,-0.336245D+01,-0.509053D+01,0.427495D+01,0
554,H,-0.685263D+01,-0.338437D+02,0.189868D+02,0
555,H,-0.138445D+01,-0.484846D+01,0.167999D+02,0
556,O,-0.520107D+00,0.587400D+00,0.251248D+00,0
557,H,0.142368D+02,-0.891938D+01,0.288085D+02,0
558,H,0.842211D+01,0.332293D+01,-0.111431D+02,0
559,O,-0.222633D+01,0.634705D+01,0.750851D+01,0
560,H,-0.117809D+02,-0.104403D+01,-0.116429D+02,0
561,H,-0.166021D+02,0.143200D+02,-0.338794D+00,0
562,O,-0.142648D+02,0.352672D+01,0.444152D+01,0
563,H,-0.776393D+01,-0.114907D+01,0.207502D+02,0
564,H,-0.275154D+01,0.298234D+02,0.922366D+01,0
565,O,0.383227D+01,0.399695D+01,-0.988421D+00,0
566,H,-0.114923D+02,0.139725D+02,-0.103218D+02,0
567,H,-0.362947D+02,0.709146D+01,0.215006D+02,0
568,O,-0.331035D+00,0.648316D+01,0.120125D+01,0
569,H,-0.207032D+02,-0.181592D+02,-0.453218D+01,0
570,H,0.194539D+02,0.189022D+01,-0.214204D+02,0
571,O,0.136488D+01,0.323503D+01,0.101600D+01,0
572,H,0.180925D+01,0.274448D+02,0.335604D+02,0
573,H,-0.254416D+02,-0.186899D+02,0.293644D+02,0
574,O,0.544804D+01,0.439069D+00,0.329932D+01,0
575,H,0.985415D+01,-0.108395D+02,-0.485710D+01,0
576,H,-0.254109D+02,-0.196885D+02,-0.153444D+02,0
577,O,-0.265093D+01,0.662841D+00,-0.681000D+01,0
578,H,0.243500D+02,-0.411472D+01,-0.353289D+01,0
579,H,-0.211566D+02,0.653414D+01,0.876862D+01,0
580,O,-0.336452D+01,0.192179D+01,-0.312575D+01,0
581,H,0.239874D+02,0.387290D+01,0.304319D+02,0
582,H,-0.836849D+01,-0.845025D+01,-0.283545D+02,0
583,O,0.289312D+01,-0.432412D+01,-0.451588D+01,0
584,H,-0.226976D+02,0.237314D+01,0.277193D+01,0
585,H,-0.152893D+02,-0.402340D+01,0.109897D+02,0
586,O,-0.172216D+01,-0.403437D+01,-0.672164D+00,0
587,H,-0.722173D+01,-0.248869D+01,-0.127927D+02,0
588,H,-0.121988D+02,-0.780911D+01,0.633692D+01,0
589,O,0.360842D+01,0.394243D+01,0.609705D+01,0
590,H,-0.181073D+02,0.973438D+01,-0.563556D+01,0
591,H,-0.237238D+01,0.993673D+01,0.199336D+02,0
592,O,0.491577D+00,-0.153558D+01,-0.946289D+01,0
593,H,-0.100192D+01,0.652012D+01,-0.172780D+01,0
594,H,0.138217D+02,-0.394986D+01,0.639776D+00,0
595,O,0.588349D+01,-0.118715D+01,0.182555D+01,0
596,H,-0.283627D+02,0.218764D+02,-0.167408D+02,0
597,H,0.308076D+02,0.409847D-01,-0.623070D+01,0
598,O,-0.298914D+01,-0.368676D+01,-0.837947D+00,0
599,H,-0.193497D+02,-0.131510D+02,0.142190D+01,0
600,H,0.332709D+01,0.221955D+02,0.178159D+01,1
601,H,0.411912D+02,0.742736D+01,0.228402D+02,1
602,O,-0.279704D+00,-0.690529D+00,0.441890D+01,1
603,H,-0.197106D+02,0.157921D+02,0.140298D+02,1
604,H,-0.672791D+01,0.219944D+02,0.568048D+01,1
605,O,-0.105833D+02,0.277635D+00,0.343298D+01,1
606,H,0.218036D+01,0.184942D+02,-0.420147D+02,1
607,H,0.818855D+01,0.111440D+02,0.267943D+02,1
608,O,0.174182D+01,0.337753D+01,-0.332211D+01,1
609,H,0.583545D+01,-0.247127D+01,-0.914661D+01,1
610,H,-0.341933D+02,-0.163743D+02,-0.222172D+02,1
611,O,-0.179929D+01,-0.101764D+02,0.220516D+01,1
612,H,0.305960D+02,0.104033D+02,0.431187D+02,1
613,H,-0.349275D+02,0.153613D+02,-0.457684D+02,1
614,O,0.149582D+01,0.593111D+01,0.166509D+00,1
615,H,-0.256683D+01,-0.233817D+02,0.232069D+02,1
616,H,0.729257D+01,0.248683D+02,0.362303D+02,1
617,O,-0.936858D+00,0.177575D+01,0.509632D+01,1
618,H,0.202833D+02,-0.240909D+01,0.476716D+02,1
619,H,-0.175176D+01,-0.171931D+02,0.958199D+01,1
620,O,0.206116D-01,0.284421D+00,-0.351394D+01,1
621,H,0.146272D+02,0.193923D+02,0.973194D+01,1
622,H,-0.792888D+01,-0.948171D+01,0.463748D+00,1
623,O,-0.423651D+01,-0.173501D+01,-0.358114D+01,1
624,H,-0.171266D+02,0.126932D+02,-0.355681D+01,1
625,H,-0.994429D+01,0.275651D+02,0.275964D+02,1
626,O,-0.272136D+01,-0.449526D+01,-0.567069D+01,1
627,H,0.108192D+02,-0.173492D+02,-0.115270D+02,1
628,H,-0.917506D+01,0.228224D+00,-0.131644D+02,1
629,O,0.395751D+01,-0.463660D+00,-0.642722D+01,1
630,H,-0.737616D+01,0.354906D+01,0.192412D+01,1
631,H,0.104193D+02,0.129665D+02,-0.262341D+01,1
632,O,0.565880D+00,0.568638D+01,0.423429D+01,1
633,H,0.646202D+01,-0.681794D+01,0.283961D+02,1
634,H,0.270807D+01,-0.362210D+02,0.204478D+02,1
635,O,-0.286389D+01,-0.575227D+01,0.518145D+01,1
636,H,0.265622D+02,-0.689846D+01,0.300965D+02,1
637,H,0.105035D+02,0.135873D+02,-0.412980D+01,1
638,O,0.417293D+01,-0.200971D+01,-0.744572D+01,1
639,H,-0.171948D+02,-0.594188D+01,0.502263D+01,1
640,H,-0.109297D+02,-0.125736D+02,0.669653D+01,1
641,O,0.993843D+01,-0.112336D+01,0.499868D+00,1
642,H,-0.107298D+02,-0.102809D+02,-0.136358D+02,1
643,H,-0.468728D+01,0.365475D+00,-0.208071D+02,1
644,O,-0.408713D+01,0.425991D+01,-0.635896D+01,1
645,H,0.990842D+01,-0.149457D+02,-0.236912D+01,1
646,H,0.714189D+00,0.717878D+01,0.281205D+02,1
647,O,0.552051D+01,0.527639D+00,-0.768418D+01,1
648,H,-0.265487D+01,-0.447278D+01,-0.518742D+01,1
649,H,-0.359393D+01,0.968340D+01,-0.285530D+02,1
650,O,-0.312457D+01,-0.376107D+01,0.366793D+01,1
651,H,-0.236428D+02,-0.114648D+02,-0.643942D-01,1
652,H,-0.941804D+01,0.169332D+02,-0.112680D+02,1
653,O,-0.414807D+01,-0.100664D+02,0.171279D+01,1
654,H,-0.133486D+02,-0.171597D+02,0.185990D+02,1
655,H,-0.327296D+02,-0.169514D+02,0.133325D+02,1
656,O,-0.115888D+02,-0.393509D+01,0.151654D+01,1
657,H,0.198618D+02,0.549845D+01,-0.396653D+02,1
658,H,-0.165616D+02,0.756488D+01,0.130972D+02,1
659,O,0.795580D+01,-0.324986D+00,-0.372354D+01,1
660,H,0.239755D+02,0.473256D+01,0.145413D+02,1
661,H,-0.195913D+01,-0.283243D+02,0.881075D+01,1
662,O,-0.336667D+01,-0.245081D+01,0.213775D+00,1
663,H,-0.509016D+01,-0.552789D+01,-0.125127D+02,1
664,H,-0.168013D+02,0.163798D+02,0.839825D+01,1
665,O,-0.390486D+01,-0.235845D+01,-0.725137D+01,1
666,H,0.111318D+02,0.600901D+01,0.863908D+01,1
667,H,0.110189D+02,-0.184787D+01,0.579821D+01,1
668,O,-0.639446D+01,-0.621844D+01,0.117193D+01,1
669,H,-0.122500D+02,0.123257D+01,0.206464D+01,1
670,H,0.111245D+01,0.129881D+02,-0.936296D+00,1
671,O,-0.666509D+01,-0.245267D+01,0.295139D+00,1
672,H,0.151944D+02,-0.122321D+01,-0.264920D+02,1
673,H,0.369640D+01,-0.967834D+01,0.244769D+01,1
674,O,0.105170D+02,0.425885D+01,-0.136420D+02,1
675,H,0.159023D+02,-0.940299D+01,0.196444D+01,1
676,H,0.151917D+02,0.274245D+02,-0.445478D+01,1
677,O,-0.934358D+00,0.619744D+01,0.100308D+02,1
678,H,0.341077D+02,-0.123611D+02,-0.651911D+01,1
679,H,0.138201D+02,0.597062D+01,-0.172889D+01,1
680,O,0.443808D+01,0.403610D+01,0.351966D+00,1
681,H,0.308742D+01,0.168394D+02,0.139768D+02,1
682,H,0.253091D+02,0.446373D+02,-0.116685D+02,1
683,O,-0.262770D+01,0.148875D+01,0.315601D+01,1
684,H,-0.108686D+00,0.156108D+02,0.538837D+01,1
685,H,0.167681D+02,0.915728D+01,-0.641447D+01,1
686,O,-0.132093D+01,-0.380682D+01,-0.504925D+01,1
687,H,-0.292156D+01,-0.899156D+00,0.490359D+01,1
688,H,-0.202722D+01,-0.432381D+01,-0.349887D+01,1
689,O,0.232602D+01,-0.215159D+01,0.336212D+01,1
690,H,0.134219D+02,0.305291D+02,0.156305D+02,1
691,H,0.111425D+02,0.126294D+02,0.177132D+02,1
692,O,0.932478D+01,-0.249431D+01,-0.292772D+01,1
693,H,0.345055D+01,0.536527D+01,-0.531293D+01,1
694,H,-0.137261D+01,0.186393D+02,-0.172058D+02,1
695,O,0.634469D+01,-0.335323D+01,0.158467D+01,1
696,H,0.304366D+02,0.821701D+01,-0.651415D-01,1
697,H,0.425296D+01,0.495750D+01,-0.100290D+01,1
698,O,-0.628521D+01,0.231583D+01,-0.668729D+01,1
699,H,-0.798613D+01,-0.498660D+01,0.298228D+01,1
700,H,-0.861556D+01,0.151356D+02,-0.247068D+02,1
701,O,-0.913795D+01,0.382125D+01,0.105035D+01,1
702,H,-0.600147D+01,-0.171018D+02,-0.299203D+02,1
703,H,-0.358539D+02,0.214946D+02,-0.300064D+02,1
704,O,0.480361D+01,-0.471187D+01,-0.160944D+01,1
705,H,0.671572D+01,0.172936D+02,-0.997841D+01,1
706,H,-0.103024D+02,0.177806D+02,0.253829D+00,1
707,O,-0.221846D+01,0.819023D+00,-0.429620D+01,1
708,H,-0.280144D+01,0.237892D+02,-0.234210D+02,1
709,H,0.380869D+01,-0.405542D+02,0.454478D+01,1
710,O,-0.170231D+01,-0.200501D+01,0.440356D+01,1
711,H,0.614860D+01,0.174507D+02,0.108387D+02,1
712,H,0.469695D+01,0.654308D+01,0.133720D+02,1
713,O,0.836765D+01,-0.509378D+01,-0.929369D+01,1
714,H,-0.168023D+02,-0.151085D+02,0.469990D+01,1
715,H,-0.804809D+01,0.852775D+01,-0.136903D+02,1
716,O,-0.273759D+01,0.305395D+01,-0.350392D+00,1
717,H,-0.385912D+00,-0.461147D+00,0.518177D+01,1
718,H,0.579814D+01,-0.286844D+02,0.346877D+01,1
719,O,0.264273D+01,0.439081D+01,0.300208D+01,1
720,H,-0.676361D+00,0.132507D+02,-0.113262D+02,1
721,H,0.264757D+02,-0.660165D+01,-0.931652D+01,1
722,O,0.206137D+01,-0.757396D+01,0.532533D+01,1
723,H,0.106025D+02,-0.118423D+02,-0.156377D+02,1
724,H,-0.113414D+02,0.209977D+02,0.481751D+01,1
725,O,0.547505D+01,0.404257D+01,0.328970D+01,1
726,H,-0.473307D+00,-0.132712D+02,0.976190D+01,1
727,H,0.134634D+02,-0.492621D+02,-0.252636D+02,1
728,O,-0.394274D+01,-0.426267D+01,-0.324142D+01,1
729,H,0.200593D+02,0.172684D+01,0.224931D+02,1
730,H,-0.261005D+02,-0.102795D+01,0.181962D+02,1
731,O,0.348515D+01,-0.540871D+01,0.329416D+01,1
732,H,0.301887D+02,0.884259D+01,-0.702249D+01,1
733,H,-0.501493D+01,-0.865016D+01,-0.260668D+01,1
734,O,0.797027D+01,-0.418729D+01,-0.156436D+01,1
735,H,0.145108D+02,0.227632D+02,0.178193D+02,1
736,H,0.263745D+02,0.130228D+02,-0.271174D+02,1
737,O,-0.190405D+01,-0.244267D+01,0.131649D+01,1
738,H,-0.175527D+02,-0.566747D+01,-0.108301D+02,1
739,H,-0.655956D+01,-0.105216D+01,0.420218D+01,1
740,O,0.541065D+01,-0.129543D+01,-0.203975D+01,1
741,H,-0.385216D+01,0.140911D+02,0.215813D+02,1
742,H,0.136925D+02,-0.220780D+02,-0.214255D+02,1
743,O,-0.313638D+01,-0.393688D+01,0.492083D+01,1
744,H,0.260537D+02,-0.714191D+01,0.199759D+02,1
745,H,-0.346066D+01,-0.993317D+01,0.219979D+02,1
746,O,-0.809114D+01,-0.815031D+00,0.390922D+00,1
747,H,0.157730D+02,0.112795D+02,0.692978D+01,1
748,H,-0.134585D+02,-0.760739D+01,0.159136D+02,1
749,O,-0.153108D+01,0.494243D+01,-0.689004D+01,1
750,H,-0.258704D+01,-0.990013D+01,0.606879D+01,1
751,H,0.724325D+01,0.143412D+00,0.110344D+01,1
752,O,-0.167076D+01,0.130631D+01,-0.103224D+01,1
753,H,-0.717847D+01,0.118965D+02,0.300369D+01,1
754,H,-0.838174D+01,-0.110916D+02,-0.240719D+02,1
755,O,0.499552D+01,0.644693D+01,0.407024D+00,1
756,H,-0.111370D+01,0.223923D+02,0.152299D+02,1
757,H,0.176975D+02,-0.134527D+01,-0.146447D+02,1
758,O,0.316525D+01,-0.479860D+01,0.436099D+01,1
759,H,-0.154171D+02,0.348730D+01,0.315544D+02,1
760,H,0.220821D+02,-0.172272D+02,0.160422D+02,1
761,O,-0.529419D+00,-0.449763D+01,0.579697D+01,1
762,H,0.241798D+01,0.960358D+01,0.733274D+01,1
763,H,-0.140629D+02,0.189248D+02,0.209209D+02,1
764,O,-0.521095D+01,-0.121365D+01,0.116437D+01,1
765,H,0.221704D+01,0.140035D+02,-0.112745D+01,1
766,H,0.434211D+01,-0.196092D+01,-0.786140D+01,1
767,O,-0.564612D+00,0.290470D+01,-0.623619D+00,1
768,H,0.279699D+01,0.902677D+01,-0.114509D+01,1
769,H,-0.106759D+02,-0.604367D+01,0.371383D+01,1
770,O,0.366438D+01,-0.690314D+00,-0.577306D+01,1
771,H,-0.109658D+02,-0.372026D+02,0.237506D+02,1
772,H,-0.150095D+01,-0.157624D+02,-0.139157D+02,1
773,O,0.670994D+00,-0.358671D+01,0.939088D+00,1
774,H,-0.136753D+02,-0.210606D+02,0.250457D+02,1
775,H,0.111167D+02,0.184737D+02,-0.138783D+02,1
776,O,-0.144779D+01,0.295205D+01,0.425798D+01,1
777,H,0.457463D+02,-0.402010D+01,0.184236D+02,1
778,H,-0.771415D+00,-0.645227D+00,-0.751356D+01,1
779,O,0.577175D+01,-0.998631D+01,0.224409D+01,1
780,H,0.282043D+02,-0.301134D+01,0.349295D+02,1
781,H,0.104789D+02,-0.159275D+02,0.111740D+02,1
782,O,-0.653224D+00,0.287268D+01,-0.419843D-01,1
783,H,-0.677865D+01,-0.782106D+01,0.126832D+02,1
784,H,0.702192D+01,-0.218845D+02,-0.666260D+01,1
785,O,-0.208678D+01,-0.553622D+01,0.346482D+01,1
786,H,-0.831811D+00,0.181400D+01,-0.901618D+01,1
787,H,0.175104D+02,-0.419321D+02,-0.213176D+02,1
788,O,-0.569492D+01,0.608164D+01,0.315476D+01,1
789,H,0.424772D+01,0.149413D+02,-0.227788D+02,1
790,H,0.238119D+02,0.138228D+02,0.826631D+01,1
791,O,0.934434D+01,-0.175515D+01,-0.364060D+01,1
792,H,0.564210D+01,-0.758834D+01,-0.328863D+02,1
793,H,0.183600D+01,0.129510D+02,-0.117766D+02,1
794,O,0.425383D-01,-0.341955D+01,-0.357024D+01,1
795,H,0.115003D+02,0.173493D+02,-0.231607D+02,1
796,H,-0.979140D+01,-0.524976D+01,-0.103625D+02,1
797,O,-0.157076D+01,0.503159D+01,-0.770469D+00,1
798,H,0.414251D+01,0.187777D+02,-0.108548D+02,1
799,H,-0.605070D+01,0.235549D+02,-0.447517D+01,1
800,O,-0.492117D+01,0.877448D+01,0.596462D+01,1
801,H,0.747687D+01,0.256054D+02,0.200703D+02,1
802,H,-0.169092D+01,0.129645D+02,0.394701D+02,1
803,O,0.606316D+01,-0.927061D+00,0.360949D+01,1
804,H,0.123219D+02,0.233749D+02,-0.170941D+02,1
805,H,0.358864D+02,-0.139004D+02,0.106820D+02,1
806,O,-0.349198D+01,-0.300511D+00,0.397048D+01,1
807,H,0.143649D+02,-0.145271D+02,0.977409D+01,1
808,H,0.119264D+02,-0.128916D+02,0.368306D+01,1
809,O,0.403153D+01,0.119937D+02,-0.405144D+01,1
810,H,0.399452D+02,-0.194530D+02,0.154814D+02,1
811,H,0.318919D+02,-0.226717D+02,-0.901261D+01,1
812,O,0.318727D+01,-0.273135D+01,0.888092D+01,1
813,H,0.249414D+02,0.137323D+02,0.197222D+02,1
814,H,-0.153156D+01,-0.111815D+02,-0.590648D+01,1
815,O,0.645704D+00,-0.124565D+02,0.102588D+01,1
816,H,-0.190499D+02,-0.133788D+02,-0.643772D+01,1
817,H,-0.959692D+01,-0.188403D+02,-0.208068D+02,1
818,O,-0.766756D+01,0.205467D+01,0.363875D+01,1
819,H,-0.315082D+02,0.664703D+02,0.125058D+02,1
820,H,0.349681D+02,0.173828D+02,-0.505893D+00,1
821,O,-0.410979D+01,-0.389241D+01,0.682824D+01,1
822,H,-0.128921D+01,0.161831D+01,0.105590D+02,1
823,H,0.230222D+02,0.175459D+02,0.185073D+02,1
824,O,0.383299D+01,-0.777759D+01,0.479808D+00,1
825,H,-0.470591D+02,-0.882290D+01,0.318768D+02,1
826,H,0.176246D+02,-0.664512D+01,0.177478D+02,1
827,O,-0.952795D+00,-0.107126D+02,0.495914D+01,1
828,H,0.257544D+00,-0.207252D+02,0.138175D+02,1
829,H,-0.276495D+02,-0.262102D+02,-0.434230D+01,1
830,O,0.822170D+00,0.651317D+00,0.280596D+00,1
831,H,-0.140524D+02,0.106009D+02,-0.266440D+01,1
832,H,0.195526D+02,0.115975D+01,0.946698D+01,1
833,O,0.749082D+01,0.236497D+01,-0.375545D+01,1
834,H,-0.294750D+02,0.459644D+01,0.336595D+02,1
835,H,-0.954697D+01,0.211404D+02,0.167578D+02,1
836,O,0.126688D+00,0.455708D+01,-0.337654D+01,1
837,H,0.408641D+02,-0.203960D+02,0.416284D+01,1
838,H,-0.335948D+02,-0.202248D+02,-0.487734D+01,1
839,O,-0.271674D+01,-0.296813D+01,0.388334D+01,1
840,H,0.131011D+02,-0.103224D+02,0.165578D+02,1
841,H,0.183696D+01,0.191490D+02,0.131343D+02,1
842,O,-0.320018D+01,0.254004D+01,0.485388D+01,1
843,H,-0.253290D+02,-0.174964D+02,0.313333D+02,1
844,H,0.526556D+01,-0.208003D+02,-0.200392D+02,1
845,O,-0.804756D+00,0.266281D+01,0.158812D+01,1
846,H,0.485652D+00,0.442365D+01,0.159777D+02,1
847,H,0.118319D+02,-0.785425D+01,0.975222D+01,1
848,O,0.217859D+01,0.173983D+01,-0.395036D+01,1
849,H,0.169186D+02,0.285602D+01,0.228326D+02,1
850,H,0.175728D+02,0.131336D+02,-0.535674D+01,1
851,O,0.649123D+00,0.107535D+01,-0.359768D+01,1
852,H,0.146056D+01,0.220509D+02,0.197820D+01,1
853,H,-0.315667D+02,-0.338838D+02,0.644729D+01,1
854,O,0.709029D+01,0.140340D+01,-0.882483D+01,1
855,H,0.147903D+02,0.260909D+01,-0.189520D+00,1
856,H,0.180556D+02,0.228656D+01,-0.162719D+02,1
857,O,-0.298557D+00,-0.137025D+01,-0.612267D+00,1
858,H,0.507774D+02,0.176654D+01,0.882303D+01,1
859,H,-0.112932D+02,-0.350569D+01,0.417925D+01,1
860,O,-0.133844D+00,0.138835D+01,0.205020D+01,1
861,H,0.919856D+01,-0.125949D+02,0.128681D+02,1
862,H,-0.240779D+02,0.906936D+01,0.146102D+02,1
863,O,0.437827D+01,0.708452D+01,-0.188374D+01,1
864,H,0.507362D+01,0.552980D+01,0.419964D+01,1
865,H,-0.352976D+02,0.578490D+01,-0.584056D+01,1
866,O,-0.106550D+02,0.113379D+01,-0.218119D+01,1
867,H,-0.505301D+01,0.277805D+01,0.129612D+02,1
868,H,-0.198557D+02,0.396735D+01,-0.152189D+02,1
869,O,-0.480830D+01,0.661532D+01,0.427754D+00,1
870,H,0.174840D+02,0.239031D+02,0.269425D+02,1
871,H,0.113081D+02,0.321255D+02,-0.681035D+01,1
872,O,0.722243D-01,0.357493D+01,0.102876D+01,1
873,H,-0.768594D+01,-0.121443D+02,-0.318486D+02,1
874,H,0.566510D+01,-0.188040D+02,0.116944D+02,1
875,O,-0.136913D+00,0.226220D+01,-0.254613D+01,1
876,H,-0.187333D+02,-0.200632D+02,-0.454208D+00,1
877,H,0.618736D+01,0.734228D+01,0.731108D+01,1
878,O,0.329236D+01,0.221482D+01,-0.725606D+01,1
879,H,-0.159006D+02,0.158451D+00,-0.228107D+02,1
880,H,-0.273562D+02,-0.733143D+01,-0.111068D+02,1
881,O,0.125483D+02,0.293001D+01,-0.498022D+01,1
882,H,0.151528D+02,0.360080D+02,0.498630D+01,1
883,H,0.352004D+01,-0.332185D+02,0.210418D+02,1
884,O,-0.253932D+01,0.534739D+01,0.116106D+01,1
885,H,0.259232D+02,0.149497D+02,0.861923D+01,1
